season,round,race,driver_id,driver,constructor,grid,points,finish_position,won,previous_points,previous_grid,previous_finish,average_finish,average_grid,recent_points,podium,driver_recent_podiums,driver_recent_wins,dnf,driver_recent_dnfs,constructor_previous_points,constructor_recent_points,constructor_average_finish
2024,4,Japanese Grand Prix,piastri,PIA,mclaren,6,4.0,8,0,12.0,5.0,4.0,9.2,9.4,28.0,0,0.0,0.0,0,0.0,12.0,28.0,9.2
2024,5,Chinese Grand Prix,piastri,PIA,mclaren,5,4.0,8,0,4.0,6.0,8.0,8.6,8.6,32.0,0,0.0,0.0,0,0.0,4.0,32.0,8.6
2025,1,Australian Grand Prix,piastri,PIA,mclaren,2,2.0,9,0,4.0,5.0,8.0,6.4,5.8,36.0,0,0.0,0.0,0,0.0,4.0,36.0,6.4
2025,2,Chinese Grand Prix,piastri,PIA,mclaren,1,25.0,1,1,2.0,2.0,9.0,6.6,4.6,34.0,1,0.0,0.0,0,0.0,2.0,34.0,6.6
2025,3,Japanese Grand Prix,piastri,PIA,mclaren,3,15.0,3,0,25.0,1.0,1.0,6.0,3.8,47.0,1,1.0,1.0,0,0.0,25.0,47.0,6.0
2025,4,Bahrain Grand Prix,piastri,PIA,mclaren,1,25.0,1,1,15.0,3.0,3.0,5.8,3.4,50.0,1,2.0,1.0,0,0.0,15.0,50.0,5.8
2025,5,Saudi Arabian Grand Prix,piastri,PIA,mclaren,2,25.0,1,1,25.0,1.0,1.0,4.4,2.4,71.0,1,3.0,2.0,0,0.0,25.0,71.0,4.4
2021,1,Bahrain Grand Prix,raikkonen,RAI,alfa,14,0.0,11,0,0.0,10.0,10.0,10.0,10.0,0.0,0,0.0,0.0,0,0.0,1.0,1.0,12.6
2021,2,Emilia Romagna Grand Prix,raikkonen,RAI,alfa,16,0.0,13,0,0.0,14.0,11.0,11.0,14.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,12.4
2021,3,Portuguese Grand Prix,raikkonen,RAI,alfa,15,0.0,20,0,0.0,16.0,13.0,12.0,15.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,12.2
2021,4,Spanish Grand Prix,raikkonen,RAI,alfa,17,0.0,12,0,0.0,15.0,20.0,14.666666666666666,15.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,13.8
2021,5,Monaco Grand Prix,raikkonen,RAI,alfa,14,0.0,11,0,0.0,17.0,12.0,14.0,15.5,0.0,0,0.0,0.0,0,0.0,0.0,1.0,13.2
2021,1,Bahrain Grand Prix,ricciardo,RIC,mclaren,6,6.0,7,0,0.0,10.0,10.0,10.0,10.0,0.0,0,0.0,0.0,0,0.0,25.0,92.0,3.0
2021,2,Emilia Romagna Grand Prix,ricciardo,RIC,mclaren,6,8.0,6,0,6.0,6.0,7.0,7.0,6.0,6.0,0,0.0,0.0,0,0.0,6.0,96.0,2.6
2021,3,Portuguese Grand Prix,ricciardo,RIC,mclaren,16,2.0,9,0,8.0,6.0,6.0,6.5,6.0,14.0,0,0.0,0.0,0,0.0,8.0,79.0,3.6
2021,4,Spanish Grand Prix,ricciardo,RIC,mclaren,7,8.0,6,0,2.0,16.0,9.0,7.333333333333333,9.333333333333334,16.0,0,0.0,0.0,0,0.0,2.0,66.0,4.8
2021,5,Monaco Grand Prix,ricciardo,RIC,mclaren,12,0.0,12,0,8.0,7.0,6.0,7.0,8.75,24.0,0,0.0,0.0,0,0.0,8.0,49.0,5.8
2022,1,Bahrain Grand Prix,ricciardo,RIC,mclaren,18,0.0,14,0,0.0,12.0,12.0,8.0,9.4,24.0,0,0.0,0.0,0,0.0,0.0,24.0,8.0
2022,2,Saudi Arabian Grand Prix,ricciardo,RIC,mclaren,14,0.0,17,0,0.0,18.0,14.0,9.4,11.8,18.0,0,0.0,0.0,0,0.0,0.0,18.0,9.4
2022,3,Australian Grand Prix,ricciardo,RIC,mclaren,7,8.0,6,0,0.0,14.0,17.0,11.6,13.4,10.0,0,0.0,0.0,0,0.0,0.0,10.0,11.6
2022,4,Emilia Romagna Grand Prix,ricciardo,RIC,mclaren,6,0.0,18,0,8.0,7.0,6.0,11.0,11.6,16.0,0,0.0,0.0,0,0.0,8.0,16.0,11.0
2022,5,Miami Grand Prix,ricciardo,RIC,mclaren,14,0.0,13,0,0.0,6.0,18.0,13.4,11.4,8.0,0,0.0,0.0,0,0.0,0.0,8.0,13.4
2024,1,Bahrain Grand Prix,ricciardo,RIC,rb,14,0.0,13,0,0.0,14.0,13.0,13.6,11.8,8.0,0,0.0,0.0,0,0.0,0.0,1.0,13.6
2024,2,Saudi Arabian Grand Prix,ricciardo,RIC,rb,14,0.0,16,0,0.0,14.0,13.0,13.4,11.0,8.0,0,0.0,0.0,0,0.0,0.0,1.0,13.6
2024,3,Australian Grand Prix,ricciardo,RIC,rb,18,0.0,12,0,0.0,14.0,16.0,13.2,11.0,8.0,0,0.0,0.0,0,0.0,0.0,0.0,14.8
2024,4,Japanese Grand Prix,ricciardo,RIC,rb,11,0.0,19,0,0.0,18.0,12.0,14.4,13.2,0.0,0,0.0,0.0,0,0.0,0.0,0.0,13.8
2024,5,Chinese Grand Prix,ricciardo,RIC,rb,12,0.0,18,0,0.0,11.0,19.0,14.6,14.2,0.0,0,0.0,0.0,0,0.0,0.0,0.0,14.4
2021,1,Bahrain Grand Prix,russell,RUS,williams,15,0.0,14,0,0.0,10.0,10.0,10.0,10.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,16.0
2021,2,Emilia Romagna Grand Prix,russell,RUS,williams,12,0.0,19,0,0.0,15.0,14.0,14.0,15.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,15.6
2021,3,Portuguese Grand Prix,russell,RUS,williams,11,0.0,16,0,0.0,12.0,19.0,16.5,13.5,0.0,0,0.0,0.0,0,0.0,0.0,0.0,15.8
2021,4,Spanish Grand Prix,russell,RUS,williams,15,0.0,14,0,0.0,11.0,16.0,16.333333333333332,12.666666666666666,0.0,0,0.0,0.0,0,0.0,0.0,0.0,15.8
2021,5,Monaco Grand Prix,russell,RUS,williams,15,0.0,14,0,0.0,15.0,14.0,15.75,13.25,0.0,0,0.0,0.0,0,0.0,0.0,0.0,15.4
2022,1,Bahrain Grand Prix,russell,RUS,mercedes,9,12.0,4,0,0.0,15.0,14.0,15.4,13.6,0.0,0,0.0,0.0,0,0.0,2.0,12.0,10.4
2022,2,Saudi Arabian Grand Prix,russell,RUS,mercedes,6,10.0,5,0,12.0,9.0,4.0,13.4,12.4,12.0,0,0.0,0.0,0,0.0,12.0,18.0,9.8
2022,3,Australian Grand Prix,russell,RUS,mercedes,6,15.0,3,0,10.0,6.0,5.0,10.6,11.2,22.0,1,0.0,0.0,0,0.0,10.0,26.0,9.0
2022,4,Emilia Romagna Grand Prix,russell,RUS,mercedes,11,12.0,4,0,15.0,6.0,3.0,8.0,10.2,37.0,0,1.0,0.0,0,0.0,15.0,41.0,6.0
2022,5,Miami Grand Prix,russell,RUS,mercedes,12,10.0,5,0,12.0,11.0,4.0,6.0,9.4,49.0,0,1.0,0.0,0,0.0,12.0,51.0,5.0
2023,1,Bahrain Grand Prix,russell,RUS,mercedes,6,6.0,7,0,10.0,12.0,5.0,4.2,8.8,59.0,0,1.0,0.0,0,0.0,10.0,59.0,4.2
2023,2,Saudi Arabian Grand Prix,russell,RUS,mercedes,3,12.0,4,0,6.0,6.0,7.0,4.8,8.2,53.0,0,1.0,0.0,0,0.0,6.0,53.0,4.8
2023,3,Australian Grand Prix,russell,RUS,mercedes,2,0.0,18,0,12.0,3.0,4.0,4.6,7.6,55.0,0,1.0,0.0,0,0.0,12.0,55.0,4.6
2023,4,Azerbaijan Grand Prix,russell,RUS,mercedes,11,5.0,8,0,0.0,2.0,18.0,7.6,6.8,40.0,0,0.0,0.0,0,0.0,0.0,40.0,7.6
2023,5,Miami Grand Prix,russell,RUS,mercedes,6,12.0,4,0,5.0,11.0,8.0,8.4,6.8,33.0,0,0.0,0.0,0,0.0,5.0,33.0,8.4
2024,1,Bahrain Grand Prix,russell,RUS,mercedes,3,10.0,5,0,12.0,6.0,4.0,8.2,5.6,35.0,0,0.0,0.0,0,0.0,12.0,35.0,8.2
2024,2,Saudi Arabian Grand Prix,russell,RUS,mercedes,7,8.0,6,0,10.0,3.0,5.0,7.8,5.0,39.0,0,0.0,0.0,0,0.0,10.0,39.0,7.8
2024,3,Australian Grand Prix,russell,RUS,mercedes,7,0.0,17,0,8.0,7.0,6.0,8.2,5.8,35.0,0,0.0,0.0,0,0.0,8.0,35.0,8.2
2024,4,Japanese Grand Prix,russell,RUS,mercedes,9,6.0,7,0,0.0,7.0,17.0,8.0,6.8,35.0,0,0.0,0.0,0,0.0,0.0,35.0,8.0
2024,5,Chinese Grand Prix,russell,RUS,mercedes,8,8.0,6,0,6.0,9.0,7.0,7.8,6.4,36.0,0,0.0,0.0,0,0.0,6.0,36.0,7.8
2025,1,Australian Grand Prix,russell,RUS,mercedes,4,15.0,3,0,8.0,8.0,6.0,8.2,6.8,32.0,1,0.0,0.0,0,0.0,8.0,32.0,8.2
2025,2,Chinese Grand Prix,russell,RUS,mercedes,2,15.0,3,0,15.0,4.0,3.0,7.8,7.0,37.0,1,1.0,0.0,0,0.0,15.0,37.0,7.8
2025,3,Japanese Grand Prix,russell,RUS,mercedes,5,10.0,5,0,15.0,2.0,3.0,7.2,6.0,44.0,0,2.0,0.0,0,0.0,15.0,44.0,7.2
2025,4,Bahrain Grand Prix,russell,RUS,mercedes,3,18.0,2,0,10.0,5.0,5.0,4.8,5.6,54.0,1,2.0,0.0,0,0.0,10.0,54.0,4.8
2025,5,Saudi Arabian Grand Prix,russell,RUS,mercedes,3,10.0,5,0,18.0,3.0,2.0,3.8,4.4,66.0,0,3.0,0.0,0,0.0,18.0,66.0,3.8
2021,1,Bahrain Grand Prix,sainz,SAI,ferrari,8,4.0,8,0,0.0,10.0,10.0,10.0,10.0,0.0,0,0.0,0.0,0,0.0,15.0,43.0,7.4
2021,2,Emilia Romagna Grand Prix,sainz,SAI,ferrari,11,10.0,5,0,4.0,8.0,8.0,8.0,8.0,4.0,0,0.0,0.0,0,0.0,4.0,43.0,7.4
2021,3,Portuguese Grand Prix,sainz,SAI,ferrari,5,0.0,11,0,10.0,11.0,5.0,6.5,9.5,14.0,0,0.0,0.0,0,0.0,10.0,53.0,4.8
2021,4,Spanish Grand Prix,sainz,SAI,ferrari,6,6.0,7,0,0.0,5.0,11.0,8.0,8.0,14.0,0,0.0,0.0,0,0.0,0.0,41.0,6.2
2021,5,Monaco Grand Prix,sainz,SAI,ferrari,4,18.0,2,0,6.0,6.0,7.0,7.75,7.5,20.0,1,0.0,0.0,0,0.0,6.0,35.0,6.8
2022,1,Bahrain Grand Prix,sainz,SAI,ferrari,3,18.0,2,0,18.0,4.0,2.0,6.6,6.8,38.0,1,1.0,0.0,0,0.0,18.0,38.0,6.6
2022,2,Saudi Arabian Grand Prix,sainz,SAI,ferrari,3,15.0,3,0,18.0,3.0,2.0,5.4,5.8,52.0,1,2.0,0.0,0,0.0,18.0,52.0,5.4
2022,3,Australian Grand Prix,sainz,SAI,ferrari,9,0.0,20,0,15.0,3.0,3.0,5.0,4.2,57.0,0,3.0,0.0,0,0.0,15.0,57.0,5.0
2022,4,Emilia Romagna Grand Prix,sainz,SAI,ferrari,4,0.0,20,0,0.0,9.0,20.0,6.8,5.0,57.0,0,3.0,0.0,0,0.0,0.0,57.0,6.8
2022,5,Miami Grand Prix,sainz,SAI,ferrari,2,15.0,3,0,0.0,4.0,20.0,9.4,4.6,51.0,1,3.0,0.0,0,0.0,0.0,51.0,9.4
2023,1,Bahrain Grand Prix,sainz,SAI,ferrari,4,12.0,4,0,15.0,2.0,3.0,9.6,4.2,48.0,0,3.0,0.0,0,0.0,15.0,48.0,9.6
2023,2,Saudi Arabian Grand Prix,sainz,SAI,ferrari,4,8.0,6,0,12.0,4.0,4.0,10.0,4.4,42.0,0,2.0,0.0,0,0.0,12.0,42.0,10.0
2023,3,Australian Grand Prix,sainz,SAI,ferrari,5,0.0,12,0,8.0,4.0,6.0,10.6,4.6,35.0,0,1.0,0.0,0,0.0,8.0,35.0,10.6
2023,4,Azerbaijan Grand Prix,sainz,SAI,ferrari,4,10.0,5,0,0.0,5.0,12.0,9.0,3.8,35.0,0,1.0,0.0,0,0.0,0.0,35.0,9.0
2023,5,Miami Grand Prix,sainz,SAI,ferrari,3,10.0,5,0,10.0,4.0,5.0,6.0,3.8,45.0,0,1.0,0.0,0,0.0,10.0,45.0,6.0
2024,1,Bahrain Grand Prix,sainz,SAI,ferrari,4,15.0,3,0,10.0,3.0,5.0,6.4,4.0,40.0,1,0.0,0.0,0,0.0,10.0,40.0,6.4
2024,3,Australian Grand Prix,sainz,SAI,ferrari,2,25.0,1,1,15.0,4.0,3.0,6.2,4.0,43.0,1,1.0,0.0,0,0.0,15.0,43.0,6.2
2024,4,Japanese Grand Prix,sainz,SAI,ferrari,4,15.0,3,0,25.0,2.0,1.0,5.2,3.6,60.0,1,2.0,1.0,0,0.0,25.0,60.0,5.2
2024,5,Chinese Grand Prix,sainz,SAI,ferrari,7,10.0,5,0,15.0,4.0,3.0,3.4,3.4,75.0,0,3.0,1.0,0,0.0,15.0,75.0,3.4
2025,1,Australian Grand Prix,sainz,SAI,williams,10,0.0,18,0,10.0,7.0,5.0,3.4,4.0,75.0,0,3.0,1.0,0,0.0,0.0,0.0,15.4
2025,2,Chinese Grand Prix,sainz,SAI,williams,15,1.0,10,0,0.0,10.0,18.0,6.0,5.4,65.0,0,3.0,1.0,0,0.0,0.0,0.0,16.2
2025,3,Japanese Grand Prix,sainz,SAI,williams,15,0.0,14,0,1.0,15.0,10.0,7.4,7.6,51.0,0,2.0,1.0,0,0.0,1.0,1.0,14.4
2025,4,Bahrain Grand Prix,sainz,SAI,williams,8,0.0,19,0,0.0,15.0,14.0,10.0,10.2,26.0,0,1.0,0.0,0,0.0,0.0,1.0,14.0
2025,5,Saudi Arabian Grand Prix,sainz,SAI,williams,6,4.0,8,0,0.0,8.0,19.0,13.2,11.0,11.0,0,0.0,0.0,0,0.0,0.0,1.0,15.0
2023,1,Bahrain Grand Prix,sargeant,SAR,williams,16,0.0,12,0,0.0,10.0,10.0,10.0,10.0,0.0,0,0.0,0.0,0,0.0,4.0,5.0,13.8
2023,2,Saudi Arabian Grand Prix,sargeant,SAR,williams,20,0.0,16,0,0.0,16.0,12.0,12.0,16.0,0.0,0,0.0,0.0,0,0.0,0.0,5.0,12.6
2023,3,Australian Grand Prix,sargeant,SAR,williams,18,0.0,16,0,0.0,20.0,16.0,14.0,18.0,0.0,0,0.0,0.0,0,0.0,0.0,4.0,13.8
2023,4,Azerbaijan Grand Prix,sargeant,SAR,williams,14,0.0,16,0,0.0,18.0,16.0,14.666666666666666,18.0,0.0,0,0.0,0.0,0,0.0,0.0,4.0,14.2
2023,5,Miami Grand Prix,sargeant,SAR,williams,20,0.0,20,0,0.0,14.0,16.0,15.0,17.0,0.0,0,0.0,0.0,0,0.0,0.0,4.0,13.6
2024,1,Bahrain Grand Prix,sargeant,SAR,williams,18,0.0,20,0,0.0,20.0,20.0,16.0,17.6,0.0,0,0.0,0.0,0,0.0,0.0,0.0,16.0
2024,2,Saudi Arabian Grand Prix,sargeant,SAR,williams,19,0.0,14,0,0.0,18.0,20.0,17.6,18.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,17.6
2024,4,Japanese Grand Prix,sargeant,SAR,williams,19,0.0,17,0,0.0,19.0,14.0,17.2,17.8,0.0,0,0.0,0.0,0,0.0,0.0,0.0,17.2
2024,5,Chinese Grand Prix,sargeant,SAR,williams,20,0.0,17,0,0.0,19.0,17.0,17.4,18.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,17.4
2021,1,Bahrain Grand Prix,stroll,STR,aston_martin,10,1.0,10,0,0.0,10.0,10.0,10.0,10.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,13.2
2021,2,Emilia Romagna Grand Prix,stroll,STR,aston_martin,10,4.0,8,0,1.0,10.0,10.0,10.0,10.0,1.0,0,0.0,0.0,0,0.0,1.0,1.0,13.0
2021,3,Portuguese Grand Prix,stroll,STR,aston_martin,17,0.0,14,0,4.0,10.0,8.0,9.0,10.0,5.0,0,0.0,0.0,0,0.0,4.0,5.0,11.6
2021,4,Spanish Grand Prix,stroll,STR,aston_martin,11,0.0,11,0,0.0,17.0,14.0,10.666666666666666,12.333333333333334,5.0,0,0.0,0.0,0,0.0,0.0,5.0,12.2
2021,5,Monaco Grand Prix,stroll,STR,aston_martin,13,4.0,8,0,0.0,11.0,11.0,10.75,12.0,5.0,0,0.0,0.0,0,0.0,0.0,5.0,11.0
2022,1,Bahrain Grand Prix,stroll,STR,aston_martin,19,0.0,12,0,4.0,13.0,8.0,10.2,12.2,9.0,0,0.0,0.0,0,0.0,4.0,9.0,10.2
2022,2,Saudi Arabian Grand Prix,stroll,STR,aston_martin,13,0.0,13,0,0.0,19.0,12.0,10.6,14.0,8.0,0,0.0,0.0,0,0.0,0.0,8.0,10.6
2022,3,Australian Grand Prix,stroll,STR,aston_martin,19,0.0,12,0,0.0,13.0,13.0,11.6,14.6,4.0,0,0.0,0.0,0,0.0,0.0,4.0,11.6
2022,4,Emilia Romagna Grand Prix,stroll,STR,aston_martin,15,1.0,10,0,0.0,19.0,12.0,11.2,15.0,4.0,0,0.0,0.0,0,0.0,0.0,4.0,11.2
2022,5,Miami Grand Prix,stroll,STR,aston_martin,0,1.0,10,0,1.0,15.0,10.0,11.0,15.8,5.0,0,0.0,0.0,0,0.0,1.0,5.0,11.0
2023,1,Bahrain Grand Prix,stroll,STR,aston_martin,8,8.0,6,0,1.0,0.0,10.0,11.4,13.2,2.0,0,0.0,0.0,0,0.0,1.0,2.0,11.4
2023,2,Saudi Arabian Grand Prix,stroll,STR,aston_martin,5,0.0,20,0,8.0,8.0,6.0,10.2,11.0,10.0,0,0.0,0.0,0,0.0,8.0,10.0,10.2
2023,3,Australian Grand Prix,stroll,STR,aston_martin,6,12.0,4,0,0.0,5.0,20.0,11.6,9.4,10.0,0,0.0,0.0,0,0.0,0.0,10.0,11.6
2023,4,Azerbaijan Grand Prix,stroll,STR,aston_martin,9,6.0,7,0,12.0,6.0,4.0,10.0,6.8,22.0,0,0.0,0.0,0,0.0,12.0,22.0,10.0
2023,5,Miami Grand Prix,stroll,STR,aston_martin,18,0.0,12,0,6.0,9.0,7.0,9.4,5.6,27.0,0,0.0,0.0,0,0.0,6.0,27.0,9.4
2024,1,Bahrain Grand Prix,stroll,STR,aston_martin,12,1.0,10,0,0.0,18.0,12.0,9.8,9.2,26.0,0,0.0,0.0,0,0.0,0.0,26.0,9.8
2024,2,Saudi Arabian Grand Prix,stroll,STR,aston_martin,10,0.0,19,0,1.0,12.0,10.0,10.6,10.0,19.0,0,0.0,0.0,0,0.0,1.0,19.0,10.6
2024,3,Australian Grand Prix,stroll,STR,aston_martin,9,8.0,6,0,0.0,10.0,19.0,10.4,11.0,19.0,0,0.0,0.0,0,0.0,0.0,19.0,10.4
2024,4,Japanese Grand Prix,stroll,STR,aston_martin,16,0.0,12,0,8.0,9.0,6.0,10.8,11.6,15.0,0,0.0,0.0,0,0.0,8.0,15.0,10.8
2024,5,Chinese Grand Prix,stroll,STR,aston_martin,11,0.0,15,0,0.0,16.0,12.0,11.8,13.0,9.0,0,0.0,0.0,0,0.0,0.0,9.0,11.8
2025,1,Australian Grand Prix,stroll,STR,aston_martin,13,8.0,6,0,0.0,11.0,15.0,12.4,11.6,9.0,0,0.0,0.0,0,0.0,0.0,9.0,12.4
2025,2,Chinese Grand Prix,stroll,STR,aston_martin,14,2.0,9,0,8.0,13.0,6.0,11.6,11.8,16.0,0,0.0,0.0,0,0.0,8.0,16.0,11.6
2025,3,Japanese Grand Prix,stroll,STR,aston_martin,20,0.0,20,0,2.0,14.0,9.0,9.6,12.6,18.0,0,0.0,0.0,0,0.0,2.0,18.0,9.6
2025,4,Bahrain Grand Prix,stroll,STR,aston_martin,19,0.0,17,0,0.0,20.0,20.0,12.4,14.8,10.0,0,0.0,0.0,0,0.0,0.0,10.0,12.4
2025,5,Saudi Arabian Grand Prix,stroll,STR,aston_martin,16,0.0,16,0,0.0,19.0,17.0,13.4,15.4,10.0,0,0.0,0.0,0,0.0,0.0,10.0,13.4
2021,1,Bahrain Grand Prix,tsunoda,TSU,alphatauri,13,2.0,9,0,0.0,10.0,10.0,10.0,10.0,0.0,0,0.0,0.0,0,0.0,0.0,6.0,13.4
2021,2,Emilia Romagna Grand Prix,tsunoda,TSU,alphatauri,20,0.0,12,0,2.0,13.0,9.0,9.0,13.0,2.0,0,0.0,0.0,0,0.0,2.0,8.0,11.2
2021,3,Portuguese Grand Prix,tsunoda,TSU,alphatauri,14,0.0,15,0,0.0,20.0,12.0,10.5,16.5,2.0,0,0.0,0.0,0,0.0,0.0,4.0,12.0
2021,4,Spanish Grand Prix,tsunoda,TSU,alphatauri,16,0.0,20,0,0.0,14.0,15.0,12.0,15.666666666666666,2.0,0,0.0,0.0,0,0.0,0.0,2.0,13.2
2021,5,Monaco Grand Prix,tsunoda,TSU,alphatauri,16,0.0,16,0,0.0,16.0,20.0,14.0,15.75,2.0,0,0.0,0.0,0,0.0,0.0,2.0,14.8
2022,1,Bahrain Grand Prix,tsunoda,TSU,alphatauri,16,4.0,8,0,0.0,16.0,16.0,14.4,15.8,2.0,0,0.0,0.0,0,0.0,0.0,2.0,14.4
2022,2,Saudi Arabian Grand Prix,tsunoda,TSU,alphatauri,19,0.0,19,0,4.0,16.0,8.0,14.2,16.4,4.0,0,0.0,0.0,0,0.0,4.0,4.0,14.2
2022,3,Australian Grand Prix,tsunoda,TSU,alphatauri,13,0.0,15,0,0.0,19.0,19.0,15.6,16.2,4.0,0,0.0,0.0,0,0.0,0.0,4.0,15.6
2022,4,Emilia Romagna Grand Prix,tsunoda,TSU,alphatauri,12,6.0,7,0,0.0,13.0,15.0,15.6,16.0,4.0,0,0.0,0.0,0,0.0,0.0,4.0,15.6
2022,5,Miami Grand Prix,tsunoda,TSU,alphatauri,9,0.0,12,0,6.0,12.0,7.0,13.0,15.2,10.0,0,0.0,0.0,0,0.0,6.0,10.0,13.0
2023,1,Bahrain Grand Prix,tsunoda,TSU,alphatauri,14,0.0,11,0,0.0,9.0,12.0,12.2,13.8,10.0,0,0.0,0.0,0,0.0,0.0,10.0,12.2
2023,2,Saudi Arabian Grand Prix,tsunoda,TSU,alphatauri,16,0.0,11,0,0.0,14.0,11.0,12.8,13.4,6.0,0,0.0,0.0,0,0.0,0.0,6.0,12.8
2023,3,Australian Grand Prix,tsunoda,TSU,alphatauri,12,1.0,10,0,0.0,16.0,11.0,11.2,12.8,6.0,0,0.0,0.0,0,0.0,0.0,6.0,11.2
2023,4,Azerbaijan Grand Prix,tsunoda,TSU,alphatauri,8,1.0,10,0,1.0,12.0,10.0,10.2,12.6,7.0,0,0.0,0.0,0,0.0,1.0,7.0,10.2
2023,5,Miami Grand Prix,tsunoda,TSU,alphatauri,17,0.0,11,0,1.0,8.0,10.0,10.8,11.8,2.0,0,0.0,0.0,0,0.0,1.0,2.0,10.8
2024,1,Bahrain Grand Prix,tsunoda,TSU,rb,11,0.0,14,0,0.0,17.0,11.0,10.6,13.4,2.0,0,0.0,0.0,0,0.0,0.0,0.0,15.6
2024,2,Saudi Arabian Grand Prix,tsunoda,TSU,rb,9,0.0,15,0,0.0,11.0,14.0,11.2,12.8,2.0,0,0.0,0.0,0,0.0,0.0,0.0,15.8
2024,3,Australian Grand Prix,tsunoda,TSU,rb,8,6.0,7,0,0.0,9.0,15.0,12.0,11.4,2.0,0,0.0,0.0,0,0.0,0.0,0.0,15.6
2024,4,Japanese Grand Prix,tsunoda,TSU,rb,10,1.0,10,0,6.0,8.0,7.0,11.4,10.6,7.0,0,0.0,0.0,0,0.0,6.0,6.0,14.6
2024,5,Chinese Grand Prix,tsunoda,TSU,rb,19,0.0,19,0,1.0,10.0,10.0,11.4,11.0,7.0,0,0.0,0.0,0,0.0,1.0,7.0,12.8
2025,1,Australian Grand Prix,tsunoda,TSU,rb,5,0.0,12,0,0.0,19.0,19.0,13.0,11.4,7.0,0,0.0,0.0,0,0.0,0.0,7.0,13.0
2025,2,Chinese Grand Prix,tsunoda,TSU,rb,9,0.0,16,0,0.0,5.0,12.0,12.6,10.2,7.0,0,0.0,0.0,0,0.0,0.0,7.0,12.6
2025,3,Japanese Grand Prix,tsunoda,TSU,red_bull,14,0.0,12,0,0.0,9.0,16.0,12.8,10.2,7.0,0,0.0,0.0,0,0.0,15.0,79.0,2.8
2025,4,Bahrain Grand Prix,tsunoda,TSU,red_bull,10,2.0,9,0,0.0,14.0,12.0,13.8,11.4,1.0,0,0.0,0.0,0,0.0,0.0,61.0,4.8
2025,5,Saudi Arabian Grand Prix,tsunoda,TSU,red_bull,8,0.0,19,0,2.0,10.0,9.0,13.6,11.4,2.0,0,0.0,0.0,0,0.0,2.0,45.0,6.2
2021,1,Bahrain Grand Prix,vettel,VET,aston_martin,20,0.0,15,0,0.0,10.0,10.0,10.0,10.0,0.0,0,0.0,0.0,0,0.0,0.0,10.0,13.6
2021,2,Emilia Romagna Grand Prix,vettel,VET,aston_martin,0,0.0,15,0,0.0,20.0,15.0,15.0,20.0,0.0,0,0.0,0.0,0,0.0,0.0,2.0,15.4
2021,3,Portuguese Grand Prix,vettel,VET,aston_martin,10,0.0,13,0,0.0,0.0,15.0,15.0,10.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,16.6
2021,4,Spanish Grand Prix,vettel,VET,aston_martin,13,0.0,13,0,0.0,10.0,13.0,14.333333333333334,10.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,15.2
2021,5,Monaco Grand Prix,vettel,VET,aston_martin,8,10.0,5,0,0.0,13.0,13.0,14.0,10.75,0.0,0,0.0,0.0,0,0.0,0.0,0.0,14.4
2022,3,Australian Grand Prix,vettel,VET,aston_martin,17,0.0,19,0,10.0,8.0,5.0,12.2,10.2,10.0,0,0.0,0.0,0,0.0,10.0,10.0,12.2
2022,4,Emilia Romagna Grand Prix,vettel,VET,aston_martin,13,4.0,8,0,0.0,17.0,19.0,13.0,9.6,10.0,0,0.0,0.0,0,0.0,0.0,10.0,13.0
2022,5,Miami Grand Prix,vettel,VET,aston_martin,0,0.0,17,0,4.0,13.0,8.0,11.6,12.2,14.0,0,0.0,0.0,0,0.0,4.0,14.0,11.6
2022,1,Bahrain Grand Prix,zhou,ZHO,alfa,15,1.0,10,0,0.0,10.0,10.0,10.0,10.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,13.4
2022,2,Saudi Arabian Grand Prix,zhou,ZHO,alfa,12,0.0,11,0,1.0,15.0,10.0,10.0,15.0,1.0,0,0.0,0.0,0,0.0,1.0,1.0,13.2
2022,3,Australian Grand Prix,zhou,ZHO,alfa,14,0.0,11,0,0.0,12.0,11.0,10.5,13.5,1.0,0,0.0,0.0,0,0.0,0.0,1.0,12.8
2022,4,Emilia Romagna Grand Prix,zhou,ZHO,alfa,0,0.0,15,0,0.0,14.0,11.0,10.666666666666666,13.666666666666666,1.0,0,0.0,0.0,0,0.0,0.0,1.0,11.0
2022,5,Miami Grand Prix,zhou,ZHO,alfa,17,0.0,20,0,0.0,0.0,15.0,11.75,10.25,1.0,0,0.0,0.0,0,0.0,0.0,1.0,11.6
2023,1,Bahrain Grand Prix,zhou,ZHO,alfa,13,0.0,16,0,0.0,17.0,20.0,13.4,11.6,1.0,0,0.0,0.0,0,0.0,0.0,1.0,13.4
